cic,industry,obs,employment,members,covered,percentmem,percentcov,year
1000,"AGRICULTURE, FORESTRY, FISHING, & HUNTING",1807000,1252636,26657,34757,2.13,2.77,2014
170,Crop production,874000,663301,6511,10308,0.98,1.55,2014
180,Animal production,564000,352233,7574,8675,2.15,2.46,2014
190,Forestry except logging,76000,39210,6508,8294,16.6,21.15,2014
270,Logging,99000,64327,1773,1773,2.76,2.76,2014
280,"Fishing, hunting, and trapping",44000,25423,1213,1213,4.77,4.77,2014
290,Support activities for agriculture and forestry,150000,108138,3076,4492,2.84,4.15,2014
2000,MINING,1662000,1042736,50216,60772,4.82,5.83,2014
370,Oil and gas extraction,155000,96891,1805,3729,1.86,3.85,2014
380,Coal mining,203000,87297,12494,12494,14.31,14.31,2014
390,Metal ore mining,88000,48219,5552,7057,11.52,14.64,2014
470,"Nonmetallic mineral and not specified mining, and quarrying",149000,89915,12136,12136,13.5,13.5,2014
490,Support activities for mining,1067000,720412,18227,25354,2.53,3.52,2014
3000,UTILITIES,10811000,8615200,1417104,1503527,16.45,17.45,2014
570,"Electric power generation, transmission and distribution",886000,630831,164263,175916,26.04,27.89,2014
580,Natural gas distribution,163000,126533,27819,27920,21.99,22.07,2014
590,"Electric and gas, and other combinations",139000,121708,28172,29888,23.15,24.56,2014
670,"Water, steam, air conditioning, and irrigation systems",292000,223013,54021,58646,24.22,26.3,2014
680,Sewage treatment facilities,104000,84021,21142,22239,25.16,26.47,2014
690,Not specified utilities,34000,27912,4846,4846,17.36,17.36,2014
770,CONSTRUCTION,9193000,7401177,1116838,1184068,15.09,16.0,2014
4000,NONDURABLE GOODS MANUFACTURING,6659000,5375557,535208,573688,9.96,10.67,2014
1070,"Animal food, grain, and oilseed milling",230000,162003,20207,22565,12.47,13.93,2014
1080,Sugar and confectionery products,97000,78386,11662,11662,14.88,14.88,2014
1090,Fruit and vegetable preserving and specialty food manufacturing,195000,147876,20044,20748,13.55,14.03,2014
1170,Dairy product manufacturing,222000,146486,22987,22987,15.69,15.69,2014
1180,Animal slaughtering and processing,674000,492423,81965,89465,16.65,18.17,2014
1190,Retail bakeries,327000,256566,28934,30008,11.28,11.7,2014
1270,"Bakeries, except retail",238000,208544,16472,19892,7.9,9.54,2014
1280,"Seafood and other miscellaneous foods, n.e.c.",227000,171923,22078,22078,12.84,12.84,2014
1290,Not specified food industries,27000,19812,687,687,3.47,3.47,2014
1370,Beverage manufacturing,279000,251007,25940,26870,10.33,10.7,2014
1390,Tobacco manufacturing,31000,33780,3203,3203,9.48,9.48,2014
1470,"Fiber, yarn, and thread mills",11000,11331,0,0,0.0,0.0,2014
1480,"Fabric mills, except knitting",111000,99726,1198,2669,1.2,2.68,2014
1490,Textile and fabric finishing and coating mills,17000,10901,0,0,0.0,0.0,2014
1570,Carpet and rug mills,56000,56436,798,798,1.41,1.41,2014
1590,"Textile product mills, except carpet and rug",70000,51568,876,2098,1.7,4.07,2014
1670,"Knitting mills, and apparel knitting mills",18000,16235,0,0,0.0,0.0,2014
1680,Cut and sew apparel manufacturing,237000,219739,6935,7969,3.16,3.63,2014
1690,Apparel accessories and other apparel manufacturing,10000,8046,0,0,0.0,0.0,2014
1770,Footwear manufacturing,35000,25444,2179,2179,8.57,8.57,2014
1790,Leather tanning and finishing and other allied products manufacturing,31000,21187,0,0,0.0,0.0,2014
1870,"Pulp, paper, and paperboard mills",245000,192387,61219,63090,31.82,32.79,2014
1880,Paperboard containers and boxes,120000,100119,16062,18215,16.04,18.19,2014
1890,Miscellaneous paper and pulp products,133000,99213,7515,9347,7.57,9.42,2014
1990,Printing and related support activities,609000,488345,16631,16631,3.41,3.41,2014
2070,Petroleum refining,229000,186604,30988,32102,16.61,17.2,2014
2090,Miscellaneous petroleum and coal products,38000,32469,2066,2066,6.37,6.37,2014
