cic,industry,obs,employment,members,covered,percentmem,percentcov,year
1000,"AGRICULTURE, FORESTRY, FISHING, & HUNTING",1496000,1348720,46731,52259,3.46,3.87,2021
170,Crop production,755000,757338,32975,34693,4.35,4.58,2021
180,Animal production,471000,354495,5383,5383,1.52,1.52,2021
190,Forestry except logging,57000,38013,5403,7454,14.21,19.61,2021
270,Logging,74000,64343,884,884,1.37,1.37,2021
280,"Fishing, hunting, and trapping",31000,22452,155,155,0.69,0.69,2021
290,Support activities for agriculture and forestry,108000,112076,1929,3687,1.72,3.29,2021
2000,MINING,837000,563731,33690,35235,5.98,6.25,2021
370,Oil and gas extraction,74000,57146,5805,5805,10.16,10.16,2021
380,Coal mining,115000,47130,4312,4996,9.15,10.6,2021
390,Metal ore mining,49000,32315,1845,1845,5.71,5.71,2021
470,Nonmetallic mineral mining and quarrying,110000,83705,8642,9313,10.33,11.13,2021
490,Support activities for mining,489000,343433,13084,13274,3.81,3.87,2021
3000,UTILITIES,9623000,9902387,1440222,1553627,14.54,15.69,2021
570,"Electric power generation, transmission and distribution",767000,724988,148647,154621,20.5,21.33,2021
580,Natural gas distribution,129000,113851,29094,29094,25.55,25.55,2021
590,"Electric and gas, and other combinations",89000,100040,19899,24302,19.89,24.29,2021
670,"Water, steam, air conditioning, and irrigation systems",259000,258776,62116,69108,24.0,26.71,2021
680,Sewage treatment facilities,120000,115210,30427,32259,26.41,28.0,2021
690,Not specified utilities,27000,30737,5471,5471,17.8,17.8,2021
770,CONSTRUCTION,8232000,8558783,1144566,1238769,13.37,14.47,2021
4000,NONDURABLE GOODS MANUFACTURING,5049000,5164776,416272,455412,8.06,8.82,2021
1070,"Animal food, grain, and oilseed milling",183000,175699,16875,22688,9.6,12.91,2021
1080,Sugar and confectionery products,83000,76224,10448,10979,13.71,14.4,2021
1090,Fruit and vegetable preserving and specialty food manufacturing,153000,134545,22164,22164,16.47,16.47,2021
1170,Dairy product manufacturing,148000,134575,17204,17204,12.78,12.78,2021
1180,Animal slaughtering and processing,547000,472553,68039,77824,14.4,16.47,2021
1190,Retail bakeries,181000,182793,13312,13312,7.28,7.28,2021
1270,"Bakeries and tortilla manufacturing, except retail",163000,183625,9900,10451,5.39,5.69,2021
1280,"Seafood and other miscellaneous foods, n.e.c.",192000,202144,13692,13692,6.77,6.77,2021
1290,Not specified food industries,68000,69195,2387,4050,3.45,5.85,2021
1370,Beverage manufacturing,264000,295362,25633,26898,8.68,9.11,2021
1390,Tobacco manufacturing,11000,15676,431,431,2.76,2.76,2021
1470,"Fiber, yarn, and thread mills",10000,11382,0,0,0.0,0.0,2021
1480,"Fabric mills, except knitting mills",67000,55451,1994,1994,3.6,3.6,2021
1490,Textile and fabric finishing and coating mills,10000,9439,0,0,0.0,0.0,2021
1570,Carpet and rug mills,46000,46805,0,0,0.0,0.0,2021
1590,"Textile product mills, except carpet and rug",56000,52135,242,242,0.46,0.46,2021
1670,"Knitting mills, and apparel knitting mills",12000,10930,0,0,0.0,0.0,2021
1691,"Cut and sew, and apparel accessories and other apparel manufacturing",146000,160563,10228,11475,6.37,7.15,2021
1770,Footwear manufacturing,30000,29639,1202,1202,4.06,4.06,2021
1790,Leather tanning and finishing and other leather and allied products manufacturi,13000,14522,347,347,2.39,2.39,2021
1870,"Pulp, paper, and paperboard mills",194000,191196,47959,49927,25.08,26.11,2021
1880,Paperboard containers and boxes,96000,98002,11684,14290,11.92,14.58,2021
1890,Miscellaneous paper and pulp products,67000,75483,10078,11476,13.35,15.2,2021
1990,Printing and related support activities,324000,354024,22338,25550,6.31,7.22,2021
2070,Petroleum refining,181000,175809,22987,24511,13.07,13.94,2021
2090,Miscellaneous petroleum and coal products,13000,12471,1008,1008,8.09,8.09,2021
2170,"Resin, synthetic rubber and fibers, and filaments manufacturing",129000,136092,4437,4437,3.26,3.26,2021
2180,Agricultural chemical manufacturing,34000,27738,2349,2349,8.47,8.47,2021
2190,Pharmaceutical and medicine manufacturing,580000,654079,17592,19849,2.69,3.03,2021
2270,"Paint, coating, and adhesives manufacturing",47000,53876,0,0,0.0,0.0,2021
2280,"Soap, cleaning compound, and cosmetic manufacturing",113000,125458,2824,3175,2.25,2.53,2021
2290,Industrial and miscellaneous chemicals,392000,405863,26153,26305,6.44,6.48,2021
2370,Plastics product manufacturing,390000,410678,19103,23919,4.65,5.82,2021
2380,Tire manufacturing,52000,56210,8404,8404,14.95,14.95,2021
2390,"Rubber product, except tire, manufacturing",54000,54523,5244,5244,9.62,9.62,2021
5000,DURABLE GOODS MANUFACTURING,8763000,9082166,689291,775508,7.59,8.54,2021
2470,"Pottery, ceramics, and plumbing fixture manufacturing",26000,24233,664,664,2.74,2.74,2021
2480,Structural clay product manufacturing,25000,20584,1754,1754,8.52,8.52,2021
2490,Glass and glass product manufacturing,103000,117411,6795,7754,5.79,6.6,2021
2570,"Cement, concrete, lime, and gypsum product manufacturing",154000,148046,8656,9011,5.85,6.09,2021
2590,Miscellaneous nonmetallic mineral product manufacturing,80000,81361,5281,5281,6.49,6.49,2021
2670,Iron and steel mills and steel product manufacturing,226000,236824,57304,58947,24.2,24.89,2021
2680,Aluminum production and processing,77000,74522,13354,14988,17.92,20.11,2021
2690,Nonferrous metal (except aluminum) production and processing,31000,28547,3726,3726,13.05,13.05,2021
2770,Foundries,56000,51073,15052,15052,29.47,29.47,2021
2780,Metal forgings and stampings,30000,30960,3610,3610,11.66,11.66,2021
2790,Cutlery and hand tool manufacturing,41000,45963,4402,4402,9.58,9.58,2021
2870,"Structural metals, and boiler, tank, and shipping container manufacturing",337000,351404,27711,28279,7.89,8.05,2021
2880,"Machine shops; turned product; screw, nut, and bolt manufacturing",268000,280375,6847,9386,2.44,3.35,2021
2890,"Coating, engraving, heat treating and allied activities",57000,63134,0,1362,0.0,2.16,2021
2970,Ordnance,58000,52189,6827,6827,13.08,13.08,2021
2980,Miscellaneous fabricated metal products manufacturing,269000,276370,10335,11218,3.74,4.06,2021
2990,Not specified metal industries,19000,21770,2047,3310,9.41,15.21,2021
3070,Agricultural implement manufacturing,151000,116425,14586,15891,12.53,13.65,2021
3080,"Construction, and mining and oil and gas field machinery manufacturing",177000,148261,6717,8461,4.53,5.71,2021
3095,Commercial and service industry machinery manufacturing,71000,80138,3810,3810,4.76,4.76,2021
3170,Metalworking machinery manufacturing,94000,105304,10981,14640,10.43,13.9,2021
3180,"Engines, turbines, and power transmission equipment manufacturing",46000,49217,8071,8071,16.4,16.4,2021
3291,"Machinery manufacturing, n.e.c. or not specified",649000,665389,38406,45041,5.77,6.77,2021
3365,Computer and peripheral equipment manufacturing,123000,129600,1114,2327,0.86,1.8,2021
3370,"Communications, and audio and video equipment manufacturing",83000,97033,0,1290,0.0,1.33,2021
3380,"Navigational, measuring, electromedical, and control instruments manufacturing",173000,177324,2743,2743,1.55,1.55,2021
3390,"Electronic component and product manufacturing, n.e.c.",585000,603776,4293,7600,0.71,1.26,2021
3470,Household appliance manufacturing,67000,75245,7401,8773,9.84,11.66,2021
3490,"Electrical lighting and electrical equipment manufacturing, and other electrica",308000,329095,22781,27665,6.92,8.41,2021
3570,Motor vehicles and motor vehicle equipment manufacturing,1168000,1333915,157334,167647,11.79,12.57,2021
3580,Aircraft and parts manufacturing,737000,758258,95048,105120,12.54,13.86,2021
3590,Aerospace product and parts manufacturing,84000,79816,9240,9240,11.58,11.58,2021
3670,Railroad rolling stock manufacturing,26000,28877,4441,6644,15.38,23.01,2021
3680,Ship and boat building,224000,201847,26625,32650,13.19,16.18,2021
3690,Other transportation equipment manufacturing,32000,35591,4855,4855,13.64,13.64,2021
3770,Sawmills and wood preservation,128000,97665,3316,3316,3.4,3.4,2021
3780,"Veneer, plywood, and engineered wood products",30000,25534,2866,2866,11.23,11.23,2021
3790,Prefabricated wood buildings and mobile homes,24000,27030,1559,2822,5.77,10.44,2021
3875,Miscellaneous wood products,224000,220154,13854,15651,6.29,7.11,2021
3895,Furniture and related product manufacturing,357000,355570,13480,16335,3.79,4.59,2021
3960,Medical equipment and supplies manufacturing,598000,619886,10874,13728,1.75,2.21,2021
3970,"Sporting and athletic goods, and doll, toy and game manufacturing",74000,69573,0,1461,0.0,2.1,2021
3980,"Miscellaneous manufacturing, n.e.c.",393000,416752,21445,28576,5.15,6.86,2021
3990,Not specified manufacturing industries,280000,330102,29064,32691,8.8,9.9,2021
6000,WHOLESALE TRADE,3089000,3126815,118887,142176,3.8,4.55,2021
