cic,industry,obs,employment,members,covered,percentmem,percentcov,year
1000,AGRICULTURE,2426000,1846181,38030,45888,2.06,2.49,2000
10,"Agricultural production, crops ",710000,585416,14439,18838,2.47,3.22,2000
11,"Agricultural production, livestock ",627000,385721,3437,5088,0.89,1.32,2000
12,Veterinary services ,256000,186242,1576,1576,0.85,0.85,2000
20,Landscape and horticultural services ,681000,558294,15391,17199,2.76,3.08,2000
30,"Agricultural services, n.e.c. ",152000,130506,3185,3185,2.44,2.44,2000
2000,FORESTRY AND FISHERIES,205000,93061,11107,17724,11.94,19.05,2000
31,Forestry ,139000,60663,9566,14541,15.77,23.97,2000
32,"Fishing, hunting, and trapping ",66000,32397,1541,3183,4.76,9.83,2000
3000,MINING,10365000,7656772,1444743,1516079,18.87,19.8,2000
40,Metal mining ,109000,45613,14907,16232,32.68,35.59,2000
41,Coal mining ,156000,70010,16567,17902,23.66,25.57,2000
42,Oil and gas extraction ,502000,300778,10221,10335,3.4,3.44,2000
50,"Nonmetallic mining and quarrying, except fuel ",156000,83477,13322,13322,15.96,15.96,2000
60,CONSTRUCTION ,9442000,7156892,1389724,1458285,19.42,20.38,2000
4000,"MANUFACTURING, NONDURABLE GOODS",9672000,7497482,1046498,1110985,13.96,14.82,2000
100,Meat products ,636000,459026,100381,109334,21.87,23.82,2000
101,Dairy products ,213000,158282,34239,37350,21.63,23.6,2000
102,"Canned, frozen and preserved fruits and vegetables ",261000,190548,48091,50002,25.24,26.24,2000
110,Grain mill products ,199000,154445,23731,24383,15.37,15.79,2000
111,Bakery products ,300000,230960,60466,63264,26.18,27.39,2000
112,Sugar and confectionery products ,145000,100356,28395,28620,28.3,28.52,2000
120,Beverage industries ,238000,198541,43859,47167,22.09,23.76,2000
121,Miscellaneous food preparations and kindred products ,217000,157588,23008,24553,14.6,15.58,2000
122,Not specified food industries,12000,7451,938,938,12.6,12.6,2000
130,Tobacco manufactures ,60000,49978,12010,12010,24.03,24.03,2000
132,Knitting mills ,107000,83180,4706,4916,5.66,5.91,2000
140,"Dyeing and finishing textiles, except wool and knit goods ",35000,24956,2453,2453,9.83,9.83,2000
141,Carpets and rugs ,77000,74408,4180,4180,5.62,5.62,2000
142,"Yarn, thread, and fabric mills ",308000,280134,11484,11484,4.1,4.1,2000
150,Miscellaneous textile mill products ,45000,37761,4279,5100,11.33,13.51,2000
151,"Apparel and accessories, except knit ",679000,545705,32762,37140,6.0,6.81,2000
152,Miscellaneous fabricated textile products ,170000,134902,11120,11429,8.24,8.47,2000
160,"Pulp, paper, and paperboard mills ",293000,225322,93448,95579,41.47,42.42,2000
161,Miscellaneous paper and pulp products ,245000,186913,31455,33178,16.83,17.75,2000
162,Paperboard containers and boxes ,225000,178429,39961,40735,22.4,22.83,2000
171,Newspaper publishing and printing ,665000,467452,46085,47527,9.86,10.17,2000
172,"Printing, publishing, and allied industries, except newspapers ",1545000,1200018,86697,94419,7.22,7.87,2000
180,"Plastics, synthetics, and resins ",221000,177107,20307,24681,11.47,13.94,2000
181,Drugs ,469000,378538,15186,17280,4.01,4.56,2000
182,Soaps and cosmetics ,222000,174497,16091,17190,9.22,9.85,2000
190,"Paints, varnishes, and related products ",90000,73117,10182,11794,13.93,16.13,2000
191,Agricultural chemicals ,68000,44233,6541,7105,14.79,16.06,2000
192,Industrial and miscellaneous chemicals ,552000,401691,49422,53847,12.3,13.41,2000
200,Petroleum refining ,174000,129147,31459,34244,24.36,26.52,2000
201,Miscellaneous petroleum and coal products ,28000,23700,4869,5755,20.54,24.28,2000
210,Tires and inner tubes ,136000,128638,46772,48994,36.36,38.09,2000
211,"Other rubber products, and plastics footwear and belting ",182000,140682,22533,22533,16.02,16.02,2000
212,Miscellaneous plastics products ,738000,589116,68109,70523,11.56,11.97,2000
220,Leather tanning and finishing ,12000,10180,5296,5296,52.03,52.03,2000
